0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-694.2315063476562,50.04055404663086,0.5522669553756714,14.545628547668457,3.4447617530822754,-2.469327211380005,-3.9888670444488525,-10.599405288696289,-7.204890251159668,1.954129695892334,-4.295281887054443,2.268538236618042,-5.363429069519043,3.054314613342285,-3.309441089630127,-2.9427568912506104,-2.452305793762207,-0.18252409994602203,-6.6746745109558105,-0.8714938759803772,-3.0545382499694824,-5.135010719299316,-0.6862252950668335,-3.310912847518921,-3.2632434368133545,-0.0884673222899437,-2.0291197299957275,-0.16973695158958435,-3.8616814613342285,-1.7954459190368652,-3.5762972831726074,-2.288055181503296,-2.360344886779785,-0.0954066663980484,-4.405079364776611,-1.8007733821868896,-4.493697643280029,-1.2778284549713135,-2.576991558074951,-3.165682077407837,neutral
-469.68223930728743,24.812481385941666,4.376637155443401,7.737900102675118,1.7355989215012926,-2.4314611691496024,-5.189323520850512,-9.094117800852441,-6.905061107409556,-2.111880131254674,-2.2199868081519862,-1.512071670651538,-1.6175147973008204,-0.06813388314226626,-1.4068958272758167,-4.046259451814944,-1.2363259038749352,-1.901238399206528,-4.674416633087959,-1.8979487364727352,-1.7758628387221136,-4.056499622233392,-1.42658838178285,-2.739767889560103,-2.5285111888529084,-0.9292963807929915,-0.7446671382724162,-0.9720934047643303,-2.5610432806477865,-1.3804511733971343,-1.7844776665554485,-1.6991134557332468,-1.2461506525778365,-1.377645431563312,-2.5397068449012727,-1.5377885083438978,-2.144636753397767,-1.753057313015905,-1.6615582815338543,-2.2663600831125867,neutral
-693.8137817382812,49.947689056396484,0.508969247341156,14.515021324157715,3.444182872772217,-2.481389045715332,-3.9800868034362793,-10.59841537475586,-7.220357418060303,1.9616501331329346,-4.296168327331543,2.266636371612549,-5.360593795776367,3.0274693965911865,-3.3088021278381348,-2.930272340774536,-2.4561524391174316,-0.17347876727581024,-6.683535099029541,-0.8583808541297913,-3.04168438911438,-5.121880054473877,-0.6971539258956909,-3.3090620040893555,-3.2519383430480957,-0.07605613023042679,-2.0272364616394043,-0.15477290749549866,-3.882458209991455,-1.7790383100509644,-3.578727960586548,-2.284818410873413,-2.3499183654785156,-0.1057816594839096,-4.420014381408691,-1.789514422416687,-4.494311332702637,-1.2716937065124512,-2.580723285675049,-3.1765527725219727,neutral
-706.712158203125,47.82508850097656,-0.674069344997406,14.761737823486328,2.4688467979431152,-4.197237491607666,-6.947044849395752,-11.992121696472168,-5.492223739624023,1.690096139907837,-3.2988369464874268,1.5159341096878052,-4.570370674133301,2.751648187637329,-4.609616756439209,-2.6270031929016113,-1.2202593088150024,-1.7147420644760132,-7.441142559051514,0.8985259532928467,-6.581871509552002,-3.323457956314087,-0.6793785691261292,-4.295003890991211,-0.9580067992210388,-0.8436973094940186,-2.3322103023529053,-2.6408820152282715,-5.01155424118042,-2.2725062370300293,-3.8647778034210205,-1.509773850440979,-1.5679802894592285,-2.8174901008605957,-4.761172771453857,-2.2710719108581543,-4.018981456756592,-0.8114644289016724,-4.6861748695373535,-2.178419589996338,neutral
-706.4502906270234,51.669992984084885,-0.6725821925733638,11.10925084386589,0.7284948130932362,-3.0951162170563853,-7.0860096070846925,-14.615463150879009,-9.8705669228309,2.4742037774073187,-4.442304319357894,2.9107975698134307,-4.813171432711771,4.366810237951468,-2.132009644922579,-3.655877825996392,-2.7985252795618942,-0.33027121957807065,-8.766581280861134,-1.1056464888052264,-3.5497673679842547,-7.982880320945548,-1.2790973122364717,-2.6319624782311286,-3.4526846012141075,2.3416718987702985,2.1204669545541845,1.112582615220379,-4.544028921566793,-1.9381094525104738,-3.048344117697719,-1.2276159908664064,-1.4648966214127666,1.8816426402143653,-2.4966085136026646,-1.4163489327571728,-3.118476351862856,0.819271758740092,-2.7670443992578653,-3.6442690551483565,neutral
-683.9196166992188,49.147438049316406,-1.7723214626312256,19.475555419921875,1.9769545793533325,-0.5590635538101196,-4.736005783081055,-12.186052322387695,-5.475022315979004,2.4511196613311768,-4.199458599090576,1.8152302503585815,-5.239034652709961,2.4900481700897217,-4.175309181213379,-2.2184176445007324,-2.65592885017395,0.7785159349441528,-5.767177104949951,-1.430798888206482,-2.775230884552002,-5.020728588104248,0.07106326520442963,-4.518269062042236,-2.185514450073242,0.23372329771518707,-2.2794597148895264,0.4285319447517395,-4.36917781829834,-1.2905508279800415,-3.9944043159484863,-1.8640906810760498,-1.4459903240203857,-1.409585952758789,-4.811312675476074,-1.9379042387008667,-5.130410194396973,-0.7235943078994751,-2.619234800338745,-2.5400547981262207,neutral
-390.952313033731,14.811012445638761,6.727660714522614,5.692177460960609,0.9198722021799295,-1.4364445317264616,-3.656040175204482,-5.965677408718367,-4.1408802149081785,-1.9469071073821802,-1.5461869529043641,-1.3956789736075639,-1.4016447079879457,-0.11646769253848485,-1.171374503307425,-2.593557731083016,-0.41487923893177353,-0.40757320033098476,-2.6924143572945236,-1.244357255665928,-1.3160439297847948,-2.1264605176878892,-1.5668840796990788,-2.0282055904087817,-1.529578826566745,-0.4023042806758369,-0.17313226285965203,-0.029393307494099047,-0.9797314635788166,-1.6478321606401307,-1.751092418163713,-1.9157277243475932,-0.5202798123017515,-1.296327366924619,-2.757151235787028,-1.8159557296604034,-2.153427778693832,-1.8729552761281174,-1.5309425483920176,-1.5827039091405282,neutral
-681.1664428710938,48.861690521240234,-1.8798940181732178,19.18970489501953,1.9089041948318481,-0.6215327382087708,-4.91969633102417,-12.174656867980957,-5.528714656829834,2.306731939315796,-4.203705310821533,1.7252932786941528,-5.230594158172607,2.4503281116485596,-4.124988555908203,-2.229271173477173,-2.6127395629882812,0.7876108884811401,-5.702837944030762,-1.4548145532608032,-2.7158987522125244,-5.016521453857422,0.11569144576787949,-4.481011867523193,-2.213409662246704,0.20302636921405792,-2.2261688709259033,0.421010822057724,-4.302889823913574,-1.3219717741012573,-4.01129150390625,-1.9215724468231201,-1.4242373704910278,-1.4100627899169922,-4.7910003662109375,-1.9704397916793823,-5.13149881362915,-0.7390463948249817,-2.60097599029541,-2.554309129714966,neutral
-714.464599609375,48.90126419067383,-2.0068376064300537,20.015213012695312,-0.5695140361785889,-0.370773583650589,-7.617700099945068,-13.187467575073242,-2.9652931690216064,2.2289724349975586,-4.383080005645752,1.2574642896652222,-4.807554244995117,2.154797315597534,-5.298933982849121,-1.1706753969192505,-1.9241793155670166,-0.18238714337348938,-7.042547225952148,0.6384734511375427,-5.652076244354248,-2.17492413520813,-0.633702278137207,-4.207732200622559,0.5109465718269348,-1.1431223154067993,-1.078946590423584,-1.7286969423294067,-4.298272132873535,-1.1764947175979614,-3.2679262161254883,0.6575380563735962,-2.3556156158447266,-3.751936197280884,-3.7512457370758057,-2.109983205795288,-3.191725492477417,0.10923004895448685,-4.706840515136719,-1.1880507469177246,neutral
-696.9898089572964,48.9649826058894,-5.391677340396784,16.35150139330499,-2.2511035764256615,-1.1987019759841657,-8.795875659790259,-16.381613328351193,-7.401039589800599,2.8865963045886702,-5.218765352058669,1.1642370372829411,-5.007874785143551,3.498088758731131,-3.343096589150963,-3.23441546172953,-3.0177387570231846,0.06889880263221745,-8.38353499008191,-1.743879656091493,-3.38511696608276,-7.162765552258076,-0.4110706088351352,-4.19033911421524,-2.7688742869925482,3.0001369574404175,1.9208916426310854,2.4751782807551796,-5.327009138167985,-2.3497974959437906,-3.3108653231099425,-0.5009739944464516,0.16388623523363216,0.057481114152712356,-3.4149671479226322,-1.7747053610385408,-3.75876816233909,1.466193158505035,-2.5810730837206792,-2.502010536182555,neutral
