0,1,2,3,4,5,6,7,8,9,10,11,label
0.6778921484947205,0.7186709642410278,0.7023266553878784,0.7095915079116821,0.7329005599021912,0.7336376905441284,0.7526441812515259,0.7973605394363403,0.8222175240516663,0.8054131865501404,0.7790769338607788,0.6553093791007996,neutral
0.7114281576086623,0.7365706693161099,0.7303157633928822,0.7378390763292807,0.7503552513199259,0.7463244176897719,0.7511464486842704,0.8012746320805326,0.8471269663770691,0.869698281671382,0.8524988463873572,0.8044433155488708,neutral
0.7038970589637756,0.7140734195709229,0.7036073207855225,0.7191938757896423,0.739877462387085,0.734600305557251,0.7693096399307251,0.8119811415672302,0.8213365077972412,0.8016620874404907,0.7553628087043762,0.6419690251350403,neutral
0.6254702806472778,0.6837607026100159,0.7284758687019348,0.7097259163856506,0.7053714990615845,0.7175289988517761,0.7253450155258179,0.7507435083389282,0.7951633930206299,0.8117191791534424,0.7763709425926208,0.7105687260627747,neutral
0.6542705521012417,0.7144143585018983,0.6769356909647021,0.6365166421568641,0.6859486390209688,0.6979889504826298,0.7314834296199451,0.7847358287721492,0.8031621767431738,0.7565430073587833,0.8001399570136042,0.6625823508003257,neutral
0.652160108089447,0.704192578792572,0.711075484752655,0.6734836101531982,0.6926457285881042,0.7291761636734009,0.7040039300918579,0.750339925289154,0.7813991904258728,0.8006772994995117,0.7760852575302124,0.684040904045105,neutral
0.7190039475299995,0.7329907779474332,0.7392894573149306,0.7072890915628327,0.7196435951301036,0.7527290616369536,0.7491766975092546,0.7814208500569241,0.8303249699634465,0.874970998034006,0.881201531034067,0.8317522576470162,neutral
0.6469109058380127,0.6941362619400024,0.7127407789230347,0.6786332726478577,0.687308669090271,0.7321187257766724,0.7041586637496948,0.7417032718658447,0.7728698253631592,0.8015942573547363,0.7803761959075928,0.7085399627685547,neutral
0.6513576507568359,0.664233922958374,0.7017938494682312,0.6941930055618286,0.6549877524375916,0.6890119314193726,0.7405008673667908,0.7143368721008301,0.7544765472412109,0.7966964840888977,0.7917463779449463,0.7209842205047607,neutral
0.6401157399341533,0.6867745830217848,0.6832032307840918,0.6010606206969743,0.709308449333243,0.7290859031411155,0.7235634224341205,0.7845875544535321,0.7911050852328023,0.7763551548011334,0.7968521743648013,0.6848114574554411,neutral
0.7086964845657349,0.7189908027648926,0.7049023509025574,0.7357270121574402,0.7188043594360352,0.7071210741996765,0.7272936105728149,0.7699848413467407,0.8232404589653015,0.7876543402671814,0.7231274843215942,0.6549393534660339,neutral
0.747885914243427,0.752703690634929,0.7323961322917285,0.7695603732951117,0.7575472706802351,0.7214375455284572,0.7475299942787702,0.8127469808649855,0.8631500661066696,0.8532846495385669,0.839304442316402,0.8309015664998911,neutral
0.6965774297714233,0.7226219773292542,0.7085013389587402,0.7316217422485352,0.7275770902633667,0.7042028307914734,0.7169138193130493,0.7636179327964783,0.812479555606842,0.8007907867431641,0.7331152558326721,0.6656476259231567,neutral
